ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60637,42,10/11/2020,10/17/2020,45,1033,95,2176.8,4361,32171,9190,67794.1,0.0,0.0,0,28,0.0,59.0,47454,60637-2020-42,POINT (-87.604053 41.780991)
60666,14,03/29/2020,04/04/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-14,POINT (-87.896371 41.979511)
60603,20,05/10/2020,05/16/2020,1,5,85,425.9,8,50,681,4258.9,0.4,0.2,0,0,0.0,0.0,1174,60603-2020-20,POINT (-87.625473 41.880112)
60603,14,03/29/2020,04/04/2020,,,,,6,10,511,851.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-14,POINT (-87.625473 41.880112)
60616,18,04/26/2020,05/02/2020,33,272,61,499.4,242,1252,444,2298.8,0.1,0.2,2,23,3.7,42.2,54464,60616-2020-18,POINT (-87.629531 41.844869)
60601,12,03/15/2020,03/21/2020,10,14,68,95.4,31,37,211,252.1,0.2,0.2,0,0,0.0,0.0,14675,60601-2020-12,POINT (-87.622844 41.886262)
60620,34,08/16/2020,08/22/2020,29,1559,43,2289.4,971,17244,1426,25323.1,0.0,0.1,0,73,0.0,107.2,68096,60620-2020-34,POINT (-87.651656 41.740873)
60644,14,03/29/2020,04/04/2020,89,180,186,377.3,172,407,360,853,0.5,0.4,7,7,14.7,14.7,47712,60644-2020-14,POINT (-87.756863 41.881113)
60657,11,03/08/2020,03/14/2020,14,15,20,21.4,33,37,47,52.8,0.2,0.2,0,0,0.0,0.0,70052,60657-2020-11,POINT (-87.658216 41.939715)
60621,11,03/08/2020,03/14/2020,,,,,3,3,10,10.3,0.0,0.0,0,0,0.0,0.0,29042,60621-2020-11,POINT (-87.638812 41.776931)
60605,28,07/05/2020,07/11/2020,12,247,44,897.6,606,4106,2202,14920.6,0.0,0.0,0,1,0.0,3.6,27519,60605-2020-28,POINT (-87.623449 41.867824)
60631,26,06/21/2020,06/27/2020,16,344,54,1165,496,4557,1680,15432.3,0.0,0.1,4,35,13.5,118.5,29529,60631-2020-26,POINT (-87.813371 41.995019)
60651,41,10/04/2020,10/10/2020,63,2667,100,4218.7,1131,23698,1789,37486.2,0.1,0.1,0,79,0.0,125.0,63218,60651-2020-41,POINT (-87.741017 41.901964)
60656,21,05/17/2020,05/23/2020,22,234,80,848.5,284,1823,1030,6610.1,0.1,0.1,0,7,0.0,25.4,27579,60656-2020-21,POINT (-87.817934 41.974566)
60611,23,05/31/2020,06/06/2020,9,148,28,456.4,366,2842,1129,8764.6,0.0,0.1,0,2,0.0,6.2,32426,60611-2020-23,POINT (-87.620291 41.894734)
60707,39,09/20/2020,09/26/2020,10,587,23,1364.5,,4389,0,10202.5,0.0,0.1,0,12,0.0,27.9,43019,60707-2020-39,POINT (-87.808283 41.921777)
60827,38,09/13/2020,09/19/2020,1,106,4,370.9,,807,0,2823.9,0.0,0.1,0,8,0.0,28.0,28577,60827-2020-38,POINT (-87.633087 41.650765)
60656,31,07/26/2020,08/01/2020,26,385,94,1396,367,5257,1331,19061.6,0.1,0.1,0,10,0.0,36.3,27579,60656-2020-31,POINT (-87.817934 41.974566)
60604,29,07/12/2020,07/18/2020,0,24,0,3069.1,16,237,2046,30306.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-29,POINT (-87.629029 41.878153)
60606,11,03/08/2020,03/14/2020,,,,,3,3,97,96.7,0.0,0.0,0,0,0.0,0.0,3101,60606-2020-11,POINT (-87.63676 41.882634)
60613,31,07/26/2020,08/01/2020,27,560,54,1117.5,1171,10244,2337,20441.8,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-31,POINT (-87.661343 41.953742)
60618,27,06/28/2020,07/04/2020,37,1459,39,1545.6,1516,12758,1606,13515.5,0.0,0.1,0,49,0.0,51.9,94395,60618-2020-27,POINT (-87.703343 41.946699)
60707,6,02/07/2021,02/13/2021,12,2014,28,4681.7,,4389,0,10202.5,0.0,0.1,0,38,0.0,88.3,43019,60707-2021-6,POINT (-87.808283 41.921777)
60607,36,08/30/2020,09/05/2020,20,656,68,2216.9,856,9601,2893,32445.7,0.0,0.0,0,4,0.0,13.5,29591,60607-2020-36,POINT (-87.652727 41.876104)
60624,50,12/06/2020,12/12/2020,114,2281,315,6308.4,1036,22182,2865,61347.4,0.1,0.1,5,51,13.8,141.0,36158,60624-2020-50,POINT (-87.722735 41.879417)
60618,10,03/01/2020,03/07/2020,,,,,1,1,1,1.1,0.0,0.0,0,0,0.0,0.0,94395,60618-2020-10,POINT (-87.703343 41.946699)
60626,23,05/31/2020,06/06/2020,68,1071,137,2153.6,656,4955,1319,9963.8,0.1,0.2,8,101,16.1,203.1,49730,60626-2020-23,POINT (-87.669834 42.009469)
60636,21,05/17/2020,05/23/2020,61,647,189,2009.1,504,2357,1565,7319.2,0.1,0.2,1,44,3.1,136.6,32203,60636-2020-21,POINT (-87.668597 41.77599)
60827,53,12/27/2020,01/02/2021,10,247,35,864.3,,807,0,2823.9,0.0,0.1,0,11,0.0,38.5,28577,60827-2020-53,POINT (-87.633087 41.650765)
60656,38,09/13/2020,09/19/2020,23,590,83,2139.3,421,8276,1526,30008.3,0.1,0.1,0,11,0.0,39.9,27579,60656-2020-38,POINT (-87.817934 41.974566)
60659,30,07/19/2020,07/25/2020,19,873,46,2125.7,483,6745,1176,16424,0.0,0.1,0,43,0.0,104.7,41068,60659-2020-30,POINT (-87.703266 41.990803)
60659,45,11/01/2020,11/07/2020,153,1647,373,4010.4,1222,17039,2976,41489.7,0.1,0.1,0,49,0.0,119.3,41068,60659-2020-45,POINT (-87.703266 41.990803)
60610,10,03/01/2020,03/07/2020,,,,,3,3,8,7.7,0.0,0.0,0,0,0.0,0.0,39019,60610-2020-10,POINT (-87.63581 41.90455)
60652,11,03/08/2020,03/14/2020,,,,,6,6,14,13.7,0.0,0.0,0,0,0.0,0.0,43907,60652-2020-11,POINT (-87.714238 41.745398)
60649,13,03/22/2020,03/28/2020,48,76,104,165.1,171,299,372,649.7,0.3,0.2,3,3,6.5,6.5,46024,60649-2020-13,POINT (-87.571522 41.762202)
60613,39,09/20/2020,09/26/2020,37,814,74,1624.3,1145,19076,2285,38066,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-39,POINT (-87.661343 41.953742)
60629,6,02/07/2021,02/13/2021,94,15772,84,14101,1724,96720,1541,86473,0.1,0.2,2,225,1.8,201.2,111850,60629-2021-6,POINT (-87.711565 41.777061)
60639,13,03/22/2020,03/28/2020,54,68,60,75.1,146,210,161,232,0.3,0.2,0,1,0.0,1.1,90517,60639-2020-13,POINT (-87.75531 41.920609)
60666,46,11/08/2020,11/14/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-46,POINT (-87.896371 41.979511)
60615,30,07/19/2020,07/25/2020,24,501,58,1205.4,768,8159,1848,19630.4,0.0,0.1,0,16,0.0,38.5,41563,60615-2020-30,POINT (-87.602725 41.801993)
60645,23,05/31/2020,06/06/2020,29,1061,61,2222.8,465,4621,974,9681.1,0.1,0.2,2,65,4.2,136.2,47732,60645-2020-23,POINT (-87.695049 42.008927)
60628,14,03/29/2020,04/04/2020,119,240,178,359.7,320,671,480,1005.6,0.3,0.3,7,8,10.5,12.0,66724,60628-2020-14,POINT (-87.621537 41.694192)
60661,22,05/24/2020,05/30/2020,2,41,20,413.1,54,417,544,4201.1,0.0,0.1,0,0,0.0,0.0,9926,60661-2020-22,POINT (-87.644283 41.882786)
Unknown,27,06/28/2020,07/04/2020,3,106,0,0,2615,29030,0,0,0.0,0.1,0,4,0.0,0.0,0,Unknown-2020-27,
60642,15,04/05/2020,04/11/2020,10,37,50,183.2,53,201,262,995,0.2,0.2,0,0,0.0,0.0,20201,60642-2020-15,POINT (-87.657821 41.899935)
60621,21,05/17/2020,05/23/2020,48,494,165,1701,463,2315,1594,7971.2,0.1,0.2,7,41,24.1,141.2,29042,60621-2020-21,POINT (-87.638812 41.776931)
60616,45,11/01/2020,11/07/2020,214,1465,393,2689.9,2278,30709,4183,56384,0.1,0.1,3,45,5.5,82.6,54464,60616-2020-45,POINT (-87.629531 41.844869)
60634,27,06/28/2020,07/04/2020,47,1613,62,2122.5,1186,12707,1561,16720.8,0.1,0.2,2,53,2.6,69.7,75995,60634-2020-27,POINT (-87.797373 41.944967)
60638,16,04/12/2020,04/18/2020,87,250,148,425.2,360,1041,612,1770.5,0.3,0.2,3,6,5.1,10.2,58797,60638-2020-16,POINT (-87.771902 41.787032)
60646,21,05/17/2020,05/23/2020,31,347,111,1239.9,331,2092,1183,7474.9,0.1,0.2,3,33,10.7,117.9,27987,60646-2020-21,POINT (-87.761826 41.993931)
60647,11,03/08/2020,03/14/2020,8,8,9,9.1,22,22,25,25.1,0.0,0.0,0,0,0.0,0.0,87509,60647-2020-11,POINT (-87.701101 41.921058)
60655,40,09/27/2020,10/03/2020,27,712,94,2471.9,455,11035,1580,38310.7,0.1,0.1,0,13,0.0,45.1,28804,60655-2020-40,POINT (-87.701434 41.696456)
60613,16,04/12/2020,04/18/2020,35,182,70,363.2,164,634,327,1265.1,0.2,0.2,3,8,6.0,16.0,50113,60613-2020-16,POINT (-87.661343 41.953742)
60603,34,08/16/2020,08/22/2020,0,11,0,937,21,310,1789,26405.5,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-34,POINT (-87.625473 41.880112)
60660,20,05/10/2020,05/16/2020,29,345,67,797.8,314,1567,726,3623.8,0.1,0.2,5,35,11.6,80.9,43242,60660-2020-20,POINT (-87.666362 41.991062)
60603,52,12/20/2020,12/26/2020,5,46,426,3918.2,48,1070,4089,91141.4,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-52,POINT (-87.625473 41.880112)
60620,51,12/13/2020,12/19/2020,169,3690,248,5418.8,2123,43421,3118,63764.4,0.1,0.1,3,105,4.4,154.2,68096,60620-2020-51,POINT (-87.651656 41.740873)
60630,21,05/17/2020,05/23/2020,88,722,154,1259.1,609,3445,1062,6007.6,0.2,0.2,12,41,20.9,71.5,57344,60630-2020-21,POINT (-87.759611 41.971261)
60654,14,03/29/2020,04/04/2020,12,46,63,240.4,36,154,188,804.8,0.2,0.3,0,0,0.0,0.0,19135,60654-2020-14,POINT (-87.636354 41.892485)
60644,24,06/07/2020,06/13/2020,11,1275,23,2672.3,615,6349,1289,13306.9,0.0,0.2,7,87,14.7,182.3,47712,60644-2020-24,POINT (-87.756863 41.881113)
60644,38,09/13/2020,09/19/2020,27,1609,57,3372.3,937,19386,1964,40631.3,0.0,0.1,0,94,0.0,197.0,47712,60644-2020-38,POINT (-87.756863 41.881113)
60827,21,05/17/2020,05/23/2020,7,70,24,245,52,284,182,993.8,0.1,0.2,0,7,0.0,24.5,28577,60827-2020-21,POINT (-87.633087 41.650765)
60666,29,07/12/2020,07/18/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-29,POINT (-87.896371 41.979511)
60605,26,06/21/2020,06/27/2020,14,229,51,832.2,499,3033,1813,11021.5,0.0,0.1,0,1,0.0,3.6,27519,60605-2020-26,POINT (-87.623449 41.867824)
60633,15,04/05/2020,04/11/2020,5,16,39,124.3,16,71,124,551.6,0.2,0.2,0,0,0.0,0.0,12871,60633-2020-15,POINT (-87.556037 41.653147)
60601,27,06/28/2020,07/04/2020,3,89,20,606.5,162,1237,1104,8429.3,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-27,POINT (-87.622844 41.886262)
60613,11,03/08/2020,03/14/2020,5,5,10,10,13,15,26,29.9,0.0,0.0,0,0,0.0,0.0,50113,60613-2020-11,POINT (-87.661343 41.953742)
60659,13,03/22/2020,03/28/2020,41,62,100,151,126,185,307,450.5,0.3,0.2,1,1,2.4,2.4,41068,60659-2020-13,POINT (-87.703266 41.990803)
60603,35,08/23/2020,08/29/2020,1,12,85,1022.1,20,330,1704,28109,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-35,POINT (-87.625473 41.880112)
60602,12,03/15/2020,03/21/2020,,,,,4,4,322,321.5,0.0,0.0,0,0,0.0,0.0,1244,60602-2020-12,POINT (-87.628309 41.883136)
60603,47,11/15/2020,11/21/2020,9,33,767,2810.9,65,768,5537,65417.4,0.2,0.1,0,0,0.0,0.0,1174,60603-2020-47,POINT (-87.625473 41.880112)
60603,4,01/24/2021,01/30/2021,1,59,85,5025.6,93,1456,7922,124020.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-4,POINT (-87.625473 41.880112)
60605,13,03/28/2021,04/03/2021,55,1832,200,6657.2,1140,40359,4143,146658.7,0.0,0.0,0,11,0.0,40.0,27519,60605-2021-13,POINT (-87.623449 41.867824)
60605,41,10/04/2020,10/10/2020,19,435,69,1580.7,870,11651,3162,42338,0.0,0.0,0,4,0.0,14.5,27519,60605-2020-41,POINT (-87.623449 41.867824)
60666,16,04/18/2021,04/24/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-16,POINT (-87.896371 41.979511)
60608,20,05/10/2020,05/16/2020,190,1386,240,1749.9,881,4399,1112,5553.9,0.2,0.3,5,39,6.3,49.2,79205,60608-2020-20,POINT (-87.670366 41.849879)
60655,21,05/17/2020,05/23/2020,17,252,59,874.9,344,2148,1194,7457.3,0.1,0.1,0,7,0.0,24.3,28804,60655-2020-21,POINT (-87.701434 41.696456)
60610,25,06/14/2020,06/20/2020,8,273,20,699.7,464,3598,1189,9221.1,0.0,0.1,1,9,2.6,23.1,39019,60610-2020-25,POINT (-87.63581 41.90455)
60612,17,04/19/2020,04/25/2020,80,351,233,1023,355,1446,1035,4214.4,0.3,0.3,1,11,2.9,32.1,34311,60612-2020-17,POINT (-87.687011 41.88004)
60623,20,05/10/2020,05/16/2020,443,2691,515,3129.8,1519,6307,1767,7335.5,0.3,0.4,22,94,25.6,109.3,85979,60623-2020-20,POINT (-87.717446 41.850321)
60641,30,07/19/2020,07/25/2020,60,1790,84,2520.3,1290,15924,1816,22420.9,0.1,0.1,0,53,0.0,74.6,71023,60641-2020-30,POINT (-87.746791 41.946682)
60647,16,04/12/2020,04/18/2020,123,281,141,321.1,404,1154,462,1318.7,0.3,0.2,6,7,6.9,8.0,87509,60647-2020-16,POINT (-87.701101 41.921058)
60651,52,12/20/2020,12/26/2020,183,5892,290,9320.1,1352,44377,2139,70196.8,0.2,0.2,3,111,4.7,175.6,63218,60651-2020-52,POINT (-87.741017 41.901964)
60607,13,03/22/2020,03/28/2020,29,46,98,155.5,123,201,416,679.3,0.2,0.2,0,0,0.0,0.0,29591,60607-2020-13,POINT (-87.652727 41.876104)
60610,14,03/29/2020,04/04/2020,18,81,46,207.6,85,276,218,707.3,0.2,0.2,0,0,0.0,0.0,39019,60610-2020-14,POINT (-87.63581 41.90455)
60603,17,04/25/2021,05/01/2021,0,77,0,6558.8,90,2551,7666,217291.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-17,POINT (-87.625473 41.880112)
60610,53,12/27/2020,01/02/2021,82,2395,210,6138,1532,41810,3926,107152.9,0.1,0.1,1,24,2.6,61.5,39019,60610-2020-53,POINT (-87.63581 41.90455)
60707,12,03/15/2020,03/21/2020,,,,,12,15,28,34.9,0.0,0.0,0,0,0.0,0.0,43019,60707-2020-12,POINT (-87.808283 41.921777)
60654,42,10/11/2020,10/17/2020,52,485,272,2534.6,750,9690,3920,50640.2,0.1,0.0,0,2,0.0,10.5,19135,60654-2020-42,POINT (-87.636354 41.892485)
60631,45,11/01/2020,11/07/2020,180,1152,610,3901.2,1312,18983,4443,64286,0.1,0.1,2,46,6.8,155.8,29529,60631-2020-45,POINT (-87.813371 41.995019)
60636,12,03/15/2020,03/21/2020,12,14,37,43.5,51,57,158,177,0.2,0.2,1,1,3.1,3.1,32203,60636-2020-12,POINT (-87.668597 41.77599)
60614,23,05/31/2020,06/06/2020,4,505,6,708.2,520,4417,729,6194.3,0.0,0.1,0,62,0.0,86.9,71308,60614-2020-23,POINT (-87.652064 41.922605)
60827,50,12/06/2020,12/12/2020,14,216,49,755.9,,807,0,2823.9,0.0,0.1,0,10,0.0,35.0,28577,60827-2020-50,POINT (-87.633087 41.650765)
60651,17,04/19/2020,04/25/2020,201,597,318,944.4,589,1645,932,2602.1,0.3,0.3,11,29,17.4,45.9,63218,60651-2020-17,POINT (-87.741017 41.901964)
60656,35,08/23/2020,08/29/2020,33,536,120,1943.5,499,7068,1809,25628.2,0.1,0.1,0,11,0.0,39.9,27579,60656-2020-35,POINT (-87.817934 41.974566)
60657,20,05/10/2020,05/16/2020,28,288,40,411.1,496,2209,708,3153.4,0.0,0.1,3,20,4.3,28.6,70052,60657-2020-20,POINT (-87.658216 41.939715)
60707,23,05/31/2020,06/06/2020,16,366,37,850.8,178,1996,414,4639.8,0.1,0.2,0,12,0.0,27.9,43019,60707-2020-23,POINT (-87.808283 41.921777)
60659,43,10/18/2020,10/24/2020,93,1356,226,3301.8,970,14501,2362,35309.7,0.1,0.1,0,48,0.0,116.9,41068,60659-2020-43,POINT (-87.703266 41.990803)
60604,15,04/05/2020,04/11/2020,,,,,1,13,128,1662.4,0.0,0.0,0,0,0.0,0.0,782,60604-2020-15,POINT (-87.629029 41.878153)
60666,42,10/11/2020,10/17/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-42,POINT (-87.896371 41.979511)
60601,32,08/02/2020,08/08/2020,4,120,27,817.7,229,2346,1560,15986.4,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-32,POINT (-87.622844 41.886262)
60632,34,08/16/2020,08/22/2020,163,4047,179,4445.3,1636,22187,1797,24370.9,0.1,0.2,0,98,0.0,107.6,91039,60632-2020-34,POINT (-87.711251 41.810038)
60628,13,03/22/2020,03/28/2020,95,121,142,181.3,230,351,345,526,0.4,0.3,1,1,1.5,1.5,66724,60628-2020-13,POINT (-87.621537 41.694192)
60613,38,09/13/2020,09/19/2020,48,777,96,1550.5,1173,17931,2341,35781.1,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-38,POINT (-87.661343 41.953742)
60619,19,05/03/2020,05/09/2020,71,704,116,1149.2,681,3159,1112,5156.9,0.1,0.2,5,44,8.2,71.8,61258,60619-2020-19,POINT (-87.60569 41.744737)
60657,41,10/04/2020,10/10/2020,96,1165,137,1663.1,2619,31684,3739,45229.3,0.0,0.0,0,29,0.0,41.4,70052,60657-2020-41,POINT (-87.658216 41.939715)
60649,11,03/08/2020,03/14/2020,,,,,2,3,4,6.5,0.0,0.0,0,0,0.0,0.0,46024,60649-2020-11,POINT (-87.571522 41.762202)
60666,12,03/21/2021,03/27/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-12,POINT (-87.896371 41.979511)
60827,23,05/31/2020,06/06/2020,2,79,7,276.4,28,369,98,1291.2,0.1,0.2,0,7,0.0,24.5,28577,60827-2020-23,POINT (-87.633087 41.650765)
60628,18,04/26/2020,05/02/2020,111,754,166,1130,545,2405,817,3604.4,0.2,0.3,13,53,19.5,79.4,66724,60628-2020-18,POINT (-87.621537 41.694192)
60666,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-10,POINT (-87.896371 41.979511)
60643,19,05/03/2020,05/09/2020,50,585,100,1173,426,2846,854,5706.8,0.1,0.2,6,41,12.0,82.2,49870,60643-2020-19,POINT (-87.662381 41.700445)
60633,17,04/19/2020,04/25/2020,18,48,140,372.9,69,200,536,1553.9,0.2,0.2,0,0,0.0,0.0,12871,60633-2020-17,POINT (-87.556037 41.653147)
60646,18,04/26/2020,05/02/2020,49,236,175,843.2,219,1263,782,4512.8,0.2,0.2,4,9,14.3,32.2,27987,60646-2020-18,POINT (-87.761826 41.993931)
60602,4,01/24/2021,01/30/2021,8,86,643,6913.2,52,1755,4180,141077.2,0.2,0.1,0,1,0.0,80.4,1244,60602-2021-4,POINT (-87.628309 41.883136)
60619,18,04/26/2020,05/02/2020,82,633,134,1033.3,573,2478,935,4045.2,0.2,0.2,7,39,11.4,63.7,61258,60619-2020-18,POINT (-87.60569 41.744737)
60610,29,07/12/2020,07/18/2020,23,372,59,953.4,917,6881,2350,17635,0.0,0.1,0,10,0.0,25.6,39019,60610-2020-29,POINT (-87.63581 41.90455)
60615,17,04/19/2020,04/25/2020,45,216,108,519.7,249,1099,599,2644.2,0.2,0.2,2,7,4.8,16.8,41563,60615-2020-17,POINT (-87.602725 41.801993)
60610,31,07/26/2020,08/01/2020,20,419,51,1073.8,867,8519,2222,21833,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-31,POINT (-87.63581 41.90455)
60644,36,08/30/2020,09/05/2020,19,1567,40,3284.3,894,17468,1874,36611.3,0.0,0.1,0,93,0.0,194.9,47712,60644-2020-36,POINT (-87.756863 41.881113)
60707,4,01/24/2021,01/30/2021,43,1975,100,4591,,4389,0,10202.5,0.0,0.1,2,36,4.6,83.7,43019,60707-2021-4,POINT (-87.808283 41.921777)
60827,18,04/26/2020,05/02/2020,9,44,32,154,49,149,172,521.4,0.1,0.2,0,3,0.0,10.5,28577,60827-2020-18,POINT (-87.633087 41.650765)
60602,19,05/03/2020,05/09/2020,3,8,241,643.1,23,73,1849,5868.2,0.2,0.2,0,0,0.0,0.0,1244,60602-2020-19,POINT (-87.628309 41.883136)
60604,28,07/05/2020,07/11/2020,0,24,0,3069.1,29,221,3708,28260.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-28,POINT (-87.629029 41.878153)
60611,31,07/26/2020,08/01/2020,22,286,68,882,734,7931,2264,24458.8,0.0,0.0,0,3,0.0,9.3,32426,60611-2020-31,POINT (-87.620291 41.894734)
60608,21,05/17/2020,05/23/2020,174,1560,220,1969.6,987,5386,1246,6800.1,0.2,0.3,4,43,5.1,54.3,79205,60608-2020-21,POINT (-87.670366 41.849879)
60601,22,05/24/2020,05/30/2020,1,70,7,477,86,601,586,4095.4,0.0,0.1,0,4,0.0,27.3,14675,60601-2020-22,POINT (-87.622844 41.886262)
60625,10,03/01/2020,03/07/2020,,,,,2,2,2,2.5,0.0,0.0,0,0,0.0,0.0,79243,60625-2020-10,POINT (-87.701816 41.971155)
60607,29,07/12/2020,07/18/2020,13,518,44,1750.5,616,4647,2082,15704.1,0.0,0.1,0,4,0.0,13.5,29591,60607-2020-29,POINT (-87.652727 41.876104)
60605,21,05/17/2020,05/23/2020,14,169,51,614.1,230,1270,836,4615,0.1,0.1,0,1,0.0,3.6,27519,60605-2020-21,POINT (-87.623449 41.867824)
60616,16,04/12/2020,04/18/2020,46,200,84,367.2,218,771,400,1415.6,0.2,0.2,7,15,12.9,27.5,54464,60616-2020-16,POINT (-87.629531 41.844869)
60827,13,03/22/2020,03/28/2020,8,11,28,38.5,14,20,49,70,0.5,0.4,0,0,0.0,0.0,28577,60827-2020-13,POINT (-87.633087 41.650765)
60646,39,09/20/2020,09/26/2020,21,593,75,2118.8,454,10013,1622,35777.3,0.1,0.1,0,44,0.0,157.2,27987,60646-2020-39,POINT (-87.761826 41.993931)
60624,12,03/15/2020,03/21/2020,18,19,50,52.5,87,97,241,268.3,0.2,0.2,0,0,0.0,0.0,36158,60624-2020-12,POINT (-87.722735 41.879417)
60655,28,07/05/2020,07/11/2020,30,324,104,1124.8,454,4796,1576,16650.5,0.1,0.1,0,9,0.0,31.2,28804,60655-2020-28,POINT (-87.701434 41.696456)
60607,20,05/10/2020,05/16/2020,14,421,47,1422.7,220,1284,744,4339.2,0.1,0.1,0,4,0.0,13.5,29591,60607-2020-20,POINT (-87.652727 41.876104)
60603,30,07/19/2020,07/25/2020,1,9,85,766.6,30,230,2555,19591.1,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-30,POINT (-87.625473 41.880112)
60618,14,03/29/2020,04/04/2020,63,122,67,129.2,204,502,216,531.8,0.3,0.2,0,0,0.0,0.0,94395,60618-2020-14,POINT (-87.703343 41.946699)
60623,17,04/19/2020,04/25/2020,460,1027,535,1194.5,930,2122,1082,2468,0.5,0.4,14,38,16.3,44.2,85979,60623-2020-17,POINT (-87.717446 41.850321)
60629,43,10/18/2020,10/24/2020,506,6671,452,5964.2,2994,44362,2677,39662,0.2,0.2,1,122,0.9,109.1,111850,60629-2020-43,POINT (-87.711565 41.777061)
60606,13,03/22/2020,03/28/2020,,,,,20,40,645,1289.9,0.2,0.2,0,0,0.0,0.0,3101,60606-2020-13,POINT (-87.63676 41.882634)
60610,24,06/07/2020,06/13/2020,6,265,15,679.2,437,3134,1120,8032,0.0,0.1,1,8,2.6,20.5,39019,60610-2020-24,POINT (-87.63581 41.90455)
60629,7,02/14/2021,02/20/2021,98,15870,88,14188.6,1589,98309,1421,87893.6,0.1,0.2,3,228,2.7,203.8,111850,60629-2021-7,POINT (-87.711565 41.777061)
60827,15,04/11/2021,04/17/2021,6,323,21,1130.3,,807,0,2823.9,0.0,0.1,0,13,0.0,45.5,28577,60827-2021-15,POINT (-87.633087 41.650765)
60632,15,04/05/2020,04/11/2020,115,205,126,225.2,282,614,310,674.4,0.4,0.3,6,8,6.6,8.8,91039,60632-2020-15,POINT (-87.711251 41.810038)
60827,3,01/17/2021,01/23/2021,7,267,24,934.3,,807,0,2823.9,0.0,0.1,0,11,0.0,38.5,28577,60827-2021-3,POINT (-87.633087 41.650765)
60622,20,05/10/2020,05/16/2020,72,527,136,998.2,490,2280,928,4318.8,0.2,0.2,5,46,9.5,87.1,52793,60622-2020-20,POINT (-87.681818 41.902762)
60647,20,05/10/2020,05/16/2020,183,1073,209,1226.2,851,4010,972,4582.4,0.2,0.3,11,56,12.6,64.0,87509,60647-2020-20,POINT (-87.701101 41.921058)
60651,49,11/29/2020,12/05/2020,380,5117,601,8094.2,2235,38822,3535,61409.7,0.2,0.1,6,99,9.5,156.6,63218,60651-2020-49,POINT (-87.741017 41.901964)
60654,23,05/31/2020,06/06/2020,3,145,16,757.8,138,1110,721,5800.9,0.0,0.1,0,1,0.0,5.2,19135,60654-2020-23,POINT (-87.636354 41.892485)
60609,12,03/15/2020,03/21/2020,13,14,21,22.8,62,67,101,109,0.2,0.2,0,0,0.0,0.0,61495,60609-2020-12,POINT (-87.653382 41.812017)
60603,5,01/31/2021,02/06/2021,4,63,341,5366.3,83,1539,7070,131090.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-5,POINT (-87.625473 41.880112)
60604,15,04/11/2021,04/17/2021,0,102,0,13043.5,234,2837,29923,362787.7,0.0,0.0,0,0,0.0,0.0,782,60604-2021-15,POINT (-87.629029 41.878153)
60636,19,05/03/2020,05/09/2020,76,503,236,1562,360,1440,1118,4471.6,0.2,0.3,5,39,15.5,121.1,32203,60636-2020-19,POINT (-87.668597 41.77599)
60642,34,08/16/2020,08/22/2020,16,317,79,1569.2,539,6397,2668,31666.7,0.0,0.0,0,13,0.0,64.4,20201,60642-2020-34,POINT (-87.657821 41.899935)
60661,36,08/30/2020,09/05/2020,5,129,50,1299.6,259,2916,2609,29377.4,0.0,0.0,0,0,0.0,0.0,9926,60661-2020-36,POINT (-87.644283 41.882786)
60827,10,03/07/2021,03/13/2021,2,294,7,1028.8,,807,0,2823.9,0.0,0.1,0,13,0.0,45.5,28577,60827-2021-10,POINT (-87.633087 41.650765)
60644,25,06/14/2020,06/20/2020,22,1297,46,2718.4,781,7130,1637,14943.8,0.0,0.2,2,89,4.2,186.5,47712,60644-2020-25,POINT (-87.756863 41.881113)
